32 2927.59 2685.55
48 4246.1 3827.36
64 5312.08 4729.11
96 8284.43 7396.36
128 10249.8 9364.37
192 13398.5 11422.4
256 17860.3 15389.8
384 27314.4 22551.8
512 36646 32452
768 55111 51020.8
1024 73410.3 65134.5
1536 132397 113247
2048 176651 145279
3072 221031 155581
4096 287016 213917
6144 408239 333090
8192 532086 453044
12288 697766 566672
16384 984260 886644
24576 1.21378e+06 1.00635e+06
32768 1.76262e+06 1.51396e+06
